<http://www.yso.fi/onto/yso/p19899>	Häme Castle
<http://www.yso.fi/onto/yso/p12518>	handicraft education
<http://www.yso.fi/onto/yso/p12653>	sanitary facilities
<http://www.yso.fi/onto/yso/p28533>	naturalism (philosophy)
<http://www.yso.fi/onto/yso/p9077>	carbon fibres
<http://www.yso.fi/onto/yso/p17762>	indris
<http://www.yso.fi/onto/yso/p115788>	Alvettula
<http://www.yso.fi/onto/yso/p23133>	cognitive neuroscience
<http://www.yso.fi/onto/yso/p27978>	glucocorticoids
<http://www.yso.fi/onto/yso/p8318>	abstract objects
<http://www.yso.fi/onto/yso/p108406>	Pohjois-Pirkkala
<http://www.yso.fi/onto/yso/p2832>	growth factors
<http://www.yso.fi/onto/yso/p1349>	special languages
<http://www.yso.fi/onto/yso/p17575>	political appointments
<http://www.yso.fi/onto/yso/p17576>	polyester
<http://www.yso.fi/onto/yso/p22727>	Bolgars
<http://www.yso.fi/onto/yso/p13821>	Chemical Weapons Convention
<http://www.yso.fi/onto/yso/p15292>	urban policy
<http://www.yso.fi/onto/yso/p392>	treatment methods
<http://www.yso.fi/onto/yso/p6272>	peafowl
<http://www.yso.fi/onto/yso/p7751>	Comb Ceramic culture
<http://www.yso.fi/onto/yso/p137292>	Lake Pohjalampi
<http://www.yso.fi/onto/yso/p193780>	Haurukylä
<http://www.yso.fi/onto/yso/p7286>	crown transportation service
<http://www.yso.fi/onto/yso/p23042>	cocoa plants
<http://www.yso.fi/onto/yso/p4950>	congress halls
<http://www.yso.fi/onto/yso/p15121>	hearing examination
<http://www.yso.fi/onto/yso/p5013>	surrealism
<http://www.yso.fi/onto/yso/p16636>	Pythagoreanism
<http://www.yso.fi/onto/yso/p16383>	pumps (technical objects)
<http://www.yso.fi/onto/yso/p18491>	rainwater
<http://www.yso.fi/onto/yso/p23342>	multichannel communication
<http://www.yso.fi/onto/yso/p3937>	religiousness
<http://www.yso.fi/onto/yso/p6798>	glaciology
<http://www.yso.fi/onto/yso/p18754>	building authorities
<http://www.yso.fi/onto/yso/p25812>	jewellery artists
<http://www.yso.fi/onto/yso/p5270>	keys
<http://www.yso.fi/onto/yso/p14601>	philology
<http://www.yso.fi/onto/yso/p8834>	national church
<http://www.yso.fi/onto/yso/p6095>	birch
<http://www.yso.fi/onto/yso/p2309>	knotting
<http://www.yso.fi/onto/yso/p28850>	multiliteracy
<http://www.yso.fi/onto/yso/p29073>	Malaysians
<http://www.yso.fi/onto/yso/p4820>	tissues (parts of the body)
<http://www.yso.fi/onto/yso/p7782>	Veps language
<http://www.yso.fi/onto/yso/p16833>	words of foreign origin
<http://www.yso.fi/onto/yso/p4028>	repurchases
<http://www.yso.fi/onto/yso/p3783>	revenue stamps for stamp duty
<http://www.yso.fi/onto/yso/p16991>	women
<http://www.yso.fi/onto/yso/p7966>	horror films
<http://www.yso.fi/onto/yso/p21110>	transport planes
<http://www.yso.fi/onto/yso/p23281>	Imprisonment Act
<http://www.yso.fi/onto/yso/p5232>	chakras
<http://www.yso.fi/onto/yso/p297>	work supervision
<http://www.yso.fi/onto/yso/p522>	traffic lights
<http://www.yso.fi/onto/yso/p16514>	fleas
<http://www.yso.fi/onto/yso/p152606>	Cyrenaica
<http://www.yso.fi/onto/yso/p5659>	Crustacea
<http://www.yso.fi/onto/yso/p27567>	proxy statements
<http://www.yso.fi/onto/yso/p38173>	Abaza
<http://www.yso.fi/onto/yso/p738>	speeding
<http://www.yso.fi/onto/yso/p28259>	bibliographic description
<http://www.yso.fi/onto/yso/p5116>	stoneware
<http://www.yso.fi/onto/yso/p15092>	presses
<http://www.yso.fi/onto/yso/p11001>	terrestrial ecosystems
<http://www.yso.fi/onto/yso/p27522>	fanzines
<http://www.yso.fi/onto/yso/p23755>	Collective Agreements Act
<http://www.yso.fi/onto/yso/p3696>	banjo
<http://www.yso.fi/onto/yso/p13412>	maternity benefits
<http://www.yso.fi/onto/yso/p17109>	health economics
<http://www.yso.fi/onto/yso/p10823>	interactivity
<http://www.yso.fi/onto/yso/p29099>	collecting competitions
<http://www.yso.fi/onto/yso/p26807>	divining rods
<http://www.yso.fi/onto/yso/p9155>	drawn-thread work
<http://www.yso.fi/onto/yso/p23869>	frying pans
<http://www.yso.fi/onto/yso/p9098>	oil plants
<http://www.yso.fi/onto/yso/p158738>	Burgenland
<http://www.yso.fi/onto/yso/p6968>	towers
<http://www.yso.fi/onto/yso/p24440>	crossmedia
<http://www.yso.fi/onto/yso/p16642>	farriers
<http://www.yso.fi/onto/yso/p8860>	modern pentathlon
<http://www.yso.fi/onto/yso/p6162>	judicial separation
<http://www.yso.fi/onto/yso/p12628>	recycled paper
<http://www.yso.fi/onto/yso/p2615>	robotics
<http://www.yso.fi/onto/yso/p5606>	terveydenhuoltoneuvokset (honorary titles)
<http://www.yso.fi/onto/yso/p6730>	ingenuity
<http://www.yso.fi/onto/yso/p19685>	millers
<http://www.yso.fi/onto/yso/p5491>	course book libraries
<http://www.yso.fi/onto/yso/p29370>	notebooks
<http://www.yso.fi/onto/yso/p19939>	air raid shelters
<http://www.yso.fi/onto/yso/p14496>	syllabication
<http://www.yso.fi/onto/yso/p6414>	teachers of religious education
<http://www.yso.fi/onto/yso/p24001>	emergency transmitters
<http://www.yso.fi/onto/yso/p24927>	cooking (until done)
<http://www.yso.fi/onto/yso/p4771>	alarm devices
<http://www.yso.fi/onto/yso/p13363>	sociology of working life
<http://www.yso.fi/onto/yso/p4140>	right wing parties
<http://www.yso.fi/onto/yso/p15067>	surface chemistry
<http://www.yso.fi/onto/yso/p17229>	drama (literature)
<http://www.yso.fi/onto/yso/p212112>	Virkkula
<http://www.yso.fi/onto/yso/p16685>	azaleas
<http://www.yso.fi/onto/yso/p13127>	profiles (building supplies)
<http://www.yso.fi/onto/yso/p25292>	Turing test
<http://www.yso.fi/onto/yso/p15880>	gymnasiums
<http://www.yso.fi/onto/yso/p9674>	slipperiness
<http://www.yso.fi/onto/yso/p113448>	Maalismaa
<http://www.yso.fi/onto/yso/p24931>	forest energy
<http://www.yso.fi/onto/yso/p14822>	new cooperatives
<http://www.yso.fi/onto/yso/p388>	soap operas
<http://www.yso.fi/onto/yso/p28123>	organometallic compounds
<http://www.yso.fi/onto/yso/p113246>	Oittila
<http://www.yso.fi/onto/yso/p21403>	myotilin
<http://www.yso.fi/onto/yso/p12472>	mongooses
<http://www.yso.fi/onto/yso/p20619>	pollen analysis
<http://www.yso.fi/onto/yso/p16919>	road films
<http://www.yso.fi/onto/yso/p27063>	Commerce house
<http://www.yso.fi/onto/yso/p28995>	rape oil
<http://www.yso.fi/onto/yso/p13333>	ordinary knowledge
<http://www.yso.fi/onto/yso/p19236>	child work leaders
<http://www.yso.fi/onto/yso/p20793>	audio files
<http://www.yso.fi/onto/yso/p11569>	private roads
<http://www.yso.fi/onto/yso/p29657>	beat (interference)
<http://www.yso.fi/onto/yso/p26432>	legal realism
<http://www.yso.fi/onto/yso/p1404>	separation methods
<http://www.yso.fi/onto/yso/p20393>	agents (representatives)
<http://www.yso.fi/onto/yso/p9588>	translators
<http://www.yso.fi/onto/yso/p28024>	milk-free diet
<http://www.yso.fi/onto/yso/p10509>	municipal division
<http://www.yso.fi/onto/yso/p373>	matriculation examination (degrees)
<http://www.yso.fi/onto/yso/p26794>	hydroxides
<http://www.yso.fi/onto/yso/p8496>	metal objects
<http://www.yso.fi/onto/yso/p9446>	Annual Holidays Act
<http://www.yso.fi/onto/yso/p17598>	presidents
<http://www.yso.fi/onto/yso/p6218>	runic writing
<http://www.yso.fi/onto/yso/p16521>	sleepwear
<http://www.yso.fi/onto/yso/p26959>	Satakuntatalo
<http://www.yso.fi/onto/yso/p37810>	fake media
<http://www.yso.fi/onto/yso/p11771>	open economy
<http://www.yso.fi/onto/yso/p201919>	Lake District
<http://www.yso.fi/onto/yso/p9616>	church halls
<http://www.yso.fi/onto/yso/p29035>	western front (World War II)
<http://www.yso.fi/onto/yso/p10016>	Greenlanders
<http://www.yso.fi/onto/yso/p94470>	Valkeala
<http://www.yso.fi/onto/yso/p25618>	Doctors of Sport and Health Sciences
<http://www.yso.fi/onto/yso/p25094>	sound quality
<http://www.yso.fi/onto/yso/p1248>	myths
<http://www.yso.fi/onto/yso/p18020>	military chaplains
<http://www.yso.fi/onto/yso/p8500>	Christian music
<http://www.yso.fi/onto/yso/p155162>	Jollas
<http://www.yso.fi/onto/yso/p9557>	chamois
<http://www.yso.fi/onto/yso/p28303>	West Slavic languages
<http://www.yso.fi/onto/yso/p11941>	Cercopithecus
<http://www.yso.fi/onto/yso/p30041>	cancans (compositions)
<http://www.yso.fi/onto/yso/p5544>	commercial fertilizer
<http://www.yso.fi/onto/yso/p6020>	rolls (catalogues)
<http://www.yso.fi/onto/yso/p6833>	non-verbal language
<http://www.yso.fi/onto/yso/p10069>	landscape painting
<http://www.yso.fi/onto/yso/p2469>	physical therapists
<http://www.yso.fi/onto/yso/p368>	dishes (food)
<http://www.yso.fi/onto/yso/p5551>	land traffic
<http://www.yso.fi/onto/yso/p26920>	hatching out
<http://www.yso.fi/onto/yso/p418>	role related to action
<http://www.yso.fi/onto/yso/p1215>	enduro
<http://www.yso.fi/onto/yso/p6469>	Hegelianism
<http://www.yso.fi/onto/yso/p26944>	Agreement Between Finland and Sweden Concerning Frontier Waters
<http://www.yso.fi/onto/yso/p20214>	pedestrian streets
<http://www.yso.fi/onto/yso/p21112>	Somero Pole Vaulting Carnival
<http://www.yso.fi/onto/yso/p11387>	inheritance law
<http://www.yso.fi/onto/yso/p7719>	solipsism
<http://www.yso.fi/onto/yso/p22380>	coton de Tulear
<http://www.yso.fi/onto/yso/p11148>	becoming independent (states and communities)
<http://www.yso.fi/onto/yso/p16640>	Jesuits
<http://www.yso.fi/onto/yso/p16496>	Thirty Years' War
<http://www.yso.fi/onto/yso/p17769>	tables of contents
<http://www.yso.fi/onto/yso/p20558>	osteogenesis imperfecta
<http://www.yso.fi/onto/yso/p22535>	Kivi-juhlat
<http://www.yso.fi/onto/yso/p14890>	poets of the common people
<http://www.yso.fi/onto/yso/p5793>	industrial waste
<http://www.yso.fi/onto/yso/p11929>	war colleges
<http://www.yso.fi/onto/yso/p15618>	Espoonkartano manor
<http://www.yso.fi/onto/yso/p12251>	Kyoto Protocol to the United Nations Framework Convention on Climate Change
<http://www.yso.fi/onto/yso/p28117>	Paternity Act
<http://www.yso.fi/onto/yso/p7240>	publishers
<http://www.yso.fi/onto/yso/p15815>	humanitarian organisations
<http://www.yso.fi/onto/yso/p29615>	Ter Sami language
<http://www.yso.fi/onto/yso/p6093>	curly birch
<http://www.yso.fi/onto/yso/p10497>	criticism of religion
<http://www.yso.fi/onto/yso/p9340>	Sipunculidea
<http://www.yso.fi/onto/yso/p17816>	online chatting
<http://www.yso.fi/onto/yso/p13262>	fracture mechanics
<http://www.yso.fi/onto/yso/p9928>	eskers
<http://www.yso.fi/onto/yso/p14177>	Margaritana margaritifera
<http://www.yso.fi/onto/yso/p13552>	sewer systems (networks)
<http://www.yso.fi/onto/yso/p2534>	rebalancing (body therapy)
<http://www.yso.fi/onto/yso/p115746>	Toisvesi
<http://www.yso.fi/onto/yso/p713>	opiates
<http://www.yso.fi/onto/yso/p26479>	baby clothes
<http://www.yso.fi/onto/yso/p16176>	gorges
<http://www.yso.fi/onto/yso/p14994>	academicians
<http://www.yso.fi/onto/yso/p139447>	Muurasjärvi
<http://www.yso.fi/onto/yso/p27349>	genealogies (books)
<http://www.yso.fi/onto/yso/p164913>	Raunistula
<http://www.yso.fi/onto/yso/p26122>	corporate communications
<http://www.yso.fi/onto/yso/p27303>	web series
<http://www.yso.fi/onto/yso/p21611>	electric power failures
<http://www.yso.fi/onto/yso/p22835>	scrub clearance
<http://www.yso.fi/onto/yso/p30093>	berceuses
<http://www.yso.fi/onto/yso/p697>	alkalies
<http://www.yso.fi/onto/yso/p23131>	rehabilitation patients
<http://www.yso.fi/onto/yso/p143541>	Veneto
<http://www.yso.fi/onto/yso/p321>	Hague Convention for the Protection of Cultural Property in the Event of Armed Conflict
<http://www.yso.fi/onto/yso/p8059>	museum roads
<http://www.yso.fi/onto/yso/p10387>	daily sickness allowances
<http://www.yso.fi/onto/yso/p192352>	Vehkaperä
<http://www.yso.fi/onto/yso/p94187>	Kankaanpää
<http://www.yso.fi/onto/yso/p14335>	funk music
<http://www.yso.fi/onto/yso/p2376>	termites
<http://www.yso.fi/onto/yso/p14947>	electricity tariffs
<http://www.yso.fi/onto/yso/p149659>	Karelian Isthmus
<http://www.yso.fi/onto/yso/p153295>	Nagoya
<http://www.yso.fi/onto/yso/p19276>	vehicle inspectors
<http://www.yso.fi/onto/yso/p21654>	tectonic plates
<http://www.yso.fi/onto/yso/p12964>	Insurance Companies Act
<http://www.yso.fi/onto/yso/p105060>	Eno
<http://www.yso.fi/onto/yso/p38097>	daggers
<http://www.yso.fi/onto/yso/p7729>	vocational studies teachers
<http://www.yso.fi/onto/yso/p22470>	maritime history
<http://www.yso.fi/onto/yso/p24117>	grammar school (elementary)
<http://www.yso.fi/onto/yso/p5881>	poaching
<http://www.yso.fi/onto/yso/p7539>	constructions (buildings)
<http://www.yso.fi/onto/yso/p14676>	higher education degrees
<http://www.yso.fi/onto/yso/p20942>	monoterpenes
<http://www.yso.fi/onto/yso/p20951>	products of animal origin
<http://www.yso.fi/onto/yso/p17365>	putrescine
<http://www.yso.fi/onto/yso/p348>	fishing waters
<http://www.yso.fi/onto/yso/p105850>	Zaire
<http://www.yso.fi/onto/yso/p19211>	hydrostatics
<http://www.yso.fi/onto/yso/p9075>	market gardens
<http://www.yso.fi/onto/yso/p25727>	red-throated loon
<http://www.yso.fi/onto/yso/p4941>	cosmetic products
<http://www.yso.fi/onto/yso/p88>	public buildings
<http://www.yso.fi/onto/yso/p1943>	hearing disorders
<http://www.yso.fi/onto/yso/p964>	equestrian vaulting
<http://www.yso.fi/onto/yso/p26064>	steel fibres
<http://www.yso.fi/onto/yso/p14482>	contractors
<http://www.yso.fi/onto/yso/p20792>	hardening (biology)
<http://www.yso.fi/onto/yso/p550>	cooperative retail societies
<http://www.yso.fi/onto/yso/p3079>	burden of proof
<http://www.yso.fi/onto/yso/p17828>	servo technology
<http://www.yso.fi/onto/yso/p19705>	cultural journalism
<http://www.yso.fi/onto/yso/p20703>	mistresses
<http://www.yso.fi/onto/yso/p128898>	Välijoki
<http://www.yso.fi/onto/yso/p10076>	audiology
<http://www.yso.fi/onto/yso/p18931>	Nordenlund manor
<http://www.yso.fi/onto/yso/p11043>	agricultural land
<http://www.yso.fi/onto/yso/p108180>	Guinea
<http://www.yso.fi/onto/yso/p19884>	gunsmiths
<http://www.yso.fi/onto/yso/p27327>	Wasaborg
<http://www.yso.fi/onto/yso/p17929>	institutional cleaners
<http://www.yso.fi/onto/yso/p16999>	small weapons
<http://www.yso.fi/onto/yso/p7041>	Scirpus radicans
<http://www.yso.fi/onto/yso/p8425>	ewes
<http://www.yso.fi/onto/yso/p20822>	reverse mortgage loans
<http://www.yso.fi/onto/yso/p212486>	Alanya
<http://www.yso.fi/onto/yso/p3572>	candles
<http://www.yso.fi/onto/yso/p126432>	Paasselkä
<http://www.yso.fi/onto/yso/p24329>	vending machines
<http://www.yso.fi/onto/yso/p19134>	cacao tree
<http://www.yso.fi/onto/yso/p3014>	balanced scorecard
<http://www.yso.fi/onto/yso/p7372>	prerogatives
<http://www.yso.fi/onto/yso/p22581>	safety planning
<http://www.yso.fi/onto/yso/p15625>	joining forces
<http://www.yso.fi/onto/yso/p5010>	low temperature physics
<http://www.yso.fi/onto/yso/p19974>	Lychnis viscaria
<http://www.yso.fi/onto/yso/p14199>	hardware stores
<http://www.yso.fi/onto/yso/p4175>	drives (biological properties)
<http://www.yso.fi/onto/yso/p10121>	pandemics
<http://www.yso.fi/onto/yso/p5148>	postal delivery
<http://www.yso.fi/onto/yso/p15955>	script writing
<http://www.yso.fi/onto/yso/p27537>	chocolate pralines
<http://www.yso.fi/onto/yso/p10217>	dance works
<http://www.yso.fi/onto/yso/p10953>	electric guitar
<http://www.yso.fi/onto/yso/p17031>	childbirth with the father participating
<http://www.yso.fi/onto/yso/p19781>	radium
<http://www.yso.fi/onto/yso/p21794>	recycled materials
<http://www.yso.fi/onto/yso/p17565>	vegetable cultivation
<http://www.yso.fi/onto/yso/p4038>	chemical properties
<http://www.yso.fi/onto/yso/p28056>	method acting
<http://www.yso.fi/onto/yso/p13083>	weather maps
<http://www.yso.fi/onto/yso/p16572>	market economy
<http://www.yso.fi/onto/yso/p5817>	circulation (publishing)
<http://www.yso.fi/onto/yso/p109287>	Las Palmas de Gran Canaria
<http://www.yso.fi/onto/yso/p2669>	SQL
<http://www.yso.fi/onto/yso/p8791>	Jutikkala manor
<http://www.yso.fi/onto/yso/p21701>	pans
<http://www.yso.fi/onto/yso/p28987>	green currant
<http://www.yso.fi/onto/yso/p108681>	Famagusta
<http://www.yso.fi/onto/yso/p5516>	kindergartens
<http://www.yso.fi/onto/yso/p19332>	Motacillidae
<http://www.yso.fi/onto/yso/p105804>	Säkylä
<http://www.yso.fi/onto/yso/p14525>	dressage
<http://www.yso.fi/onto/yso/p18717>	singing games
<http://www.yso.fi/onto/yso/p37984>	relapse
<http://www.yso.fi/onto/yso/p14188>	peregrine falcon
<http://www.yso.fi/onto/yso/p25126>	Battle of Navarino
<http://www.yso.fi/onto/yso/p105092>	Namibia
<http://www.yso.fi/onto/yso/p15130>	physical control
<http://www.yso.fi/onto/yso/p22961>	valproic acid
<http://www.yso.fi/onto/yso/p17743>	reflecting telescopes
<http://www.yso.fi/onto/yso/p108352>	Pomarkku
<http://www.yso.fi/onto/yso/p6821>	farms
<http://www.yso.fi/onto/yso/p26679>	sparking plugs
<http://www.yso.fi/onto/yso/p3443>	raw materials
<http://www.yso.fi/onto/yso/p14340>	regiments
<http://www.yso.fi/onto/yso/p25228>	barn-type hen houses
<http://www.yso.fi/onto/yso/p27893>	cult films
<http://www.yso.fi/onto/yso/p25966>	ecological design
<http://www.yso.fi/onto/yso/p22939>	casinos
<http://www.yso.fi/onto/yso/p12515>	MicroStation Modeler
<http://www.yso.fi/onto/yso/p4324>	material aid
<http://www.yso.fi/onto/yso/p18672>	angina
<http://www.yso.fi/onto/yso/p23165>	jive
<http://www.yso.fi/onto/yso/p2503>	Hakkapeliittas
<http://www.yso.fi/onto/yso/p21080>	mannitol
<http://www.yso.fi/onto/yso/p13912>	large blue
<http://www.yso.fi/onto/yso/p17316>	nursing homes
<http://www.yso.fi/onto/yso/p26999>	regional identity of Tampere residents
<http://www.yso.fi/onto/yso/p1126>	harems
<http://www.yso.fi/onto/yso/p18707>	soapstone
<http://www.yso.fi/onto/yso/p12417>	economic journals
<http://www.yso.fi/onto/yso/p16292>	monetary theory
<http://www.yso.fi/onto/yso/p16970>	computer scientists
<http://www.yso.fi/onto/yso/p106276>	Normandy
<http://www.yso.fi/onto/yso/p19921>	mäkitupalaiset
<http://www.yso.fi/onto/yso/p9419>	Fagaceae
<http://www.yso.fi/onto/yso/p21992>	early Judaism
<http://www.yso.fi/onto/yso/p18685>	quarries
<http://www.yso.fi/onto/yso/p25541>	liberal parties
<http://www.yso.fi/onto/yso/p13172>	capital formation
<http://www.yso.fi/onto/yso/p23206>	prophylactic medication
<http://www.yso.fi/onto/yso/p17873>	submarines
<http://www.yso.fi/onto/yso/p109051>	Punavuori
<http://www.yso.fi/onto/yso/p2696>	printing (graphics and photography)
<http://www.yso.fi/onto/yso/p109083>	Hamno
<http://www.yso.fi/onto/yso/p17925>	reflectors (safety equipment)
<http://www.yso.fi/onto/yso/p22106>	municipal doctors
<http://www.yso.fi/onto/yso/p192726>	Azincourt
<http://www.yso.fi/onto/yso/p7894>	Pleurotaceae
<http://www.yso.fi/onto/yso/p17211>	decayed wood
<http://www.yso.fi/onto/yso/p153297>	Caquiaviri
<http://www.yso.fi/onto/yso/p20264>	study programmes
<http://www.yso.fi/onto/yso/p9603>	chlorophenols
<http://www.yso.fi/onto/yso/p29835>	bugle
<http://www.yso.fi/onto/yso/p29305>	Treaties of Paris (1919-1920)
<http://www.yso.fi/onto/yso/p94130>	Haukipudas
<http://www.yso.fi/onto/yso/p16721>	bows
<http://www.yso.fi/onto/yso/p11231>	community art
<http://www.yso.fi/onto/yso/p20527>	international industrial property right
<http://www.yso.fi/onto/yso/p9517>	business relations
<http://www.yso.fi/onto/yso/p12458>	risottos
<http://www.yso.fi/onto/yso/p20452>	ignition devices
<http://www.yso.fi/onto/yso/p24111>	responsibility (properties)
<http://www.yso.fi/onto/yso/p8366>	psychodrama
<http://www.yso.fi/onto/yso/p28237>	food editors
<http://www.yso.fi/onto/yso/p25969>	scarcity
<http://www.yso.fi/onto/yso/p106420>	Snappertuna
<http://www.yso.fi/onto/yso/p13002>	computer mechanics
<http://www.yso.fi/onto/yso/p20188>	astrophysics
<http://www.yso.fi/onto/yso/p6737>	interjections
<http://www.yso.fi/onto/yso/p21849>	Ida Aalberg Acting Prize
<http://www.yso.fi/onto/yso/p28456>	craniosynostoses
<http://www.yso.fi/onto/yso/p15010>	tensile strength
<http://www.yso.fi/onto/yso/p4336>	liquids
<http://www.yso.fi/onto/yso/p14860>	Portuguese language literature
<http://www.yso.fi/onto/yso/p107736>	Cameroon
<http://www.yso.fi/onto/yso/p28968>	absinthe
<http://www.yso.fi/onto/yso/p9364>	suitability
<http://www.yso.fi/onto/yso/p15435>	anesthesiology
<http://www.yso.fi/onto/yso/p109178>	Northern Mariana Islands
<http://www.yso.fi/onto/yso/p169885>	Väisälänmäki
<http://www.yso.fi/onto/yso/p18114>	mouldings
<http://www.yso.fi/onto/yso/p8152>	lures (fishing)
